"COUNTY","CITY","ADDRESS","DATE"
"PAYNE"," STILLWATER"," 423 NORTHWEST 3RD STREET 5         ","12/23/2000"
"PAYNE"," STILLWATER"," 710 EAST 104TH STREET              ","1/15/2001"
"PAYNE"," STILLWATER"," 204 NORTHEAST 5TH                  ","1/16/2001"
"PAYNE"," STILLWATER"," 918 WEST FREEMAN #19               ","1/24/2001"
"PAYNE"," STILLWATER"," 401 SOUTH MORTON STREET            ","1/27/2001"
"PAYNE"," STILLWATER"," 6909 RANGE S RD                   ","1/31/2001"
"PAYNE"," STILLWATER"," 500 MCDONALD N ST 90-3            ","3/20/2001"
"PAYNE"," STILLWATER"," 8203 44TH E ST                      ","3/23/2001"
"PAYNE"," STILLWATER"," 810 JARDOT S                        ","6/1/2001"
"PAYNE"," STILLWATER"," 4514 FURMAN DR                      ","3/15/2004"
"PAYNE"," STILLWATER"," 1718 YOST RD                        ","2/9/2007"
"PAYNE"," STILLWATER"," 904 JAMES S CT                      ","7/22/2009"
"PAYNE"," STILLWATER"," 1018 KNOBLOCK ST                   ","10/11/2009"
"PAYNE"," STILLWATER"," 3019 LAKEVIEW ST                   ","11/16/2009"
"PAYNE"," STILLWATER"," 225 1/2 HUSBAND N 2                 ","7/2/2010"
"PAYNE"," STILLWATER"," 1315 FERN S                         ","12/9/2010"
"PAYNE"," STILLWATER"," 8 COUNTRY LN                        ","1/14/2011"
"PAYNE"," STILLWATER"," 3102 SOUTH MAIN STREET F107          ","2/19/2012"
"PAYNE"," STILLWATER"," 1112 SOUTH ADAMS STREET              ","8/9/2012"
"PAYNE"," YALE"," 2813 WEST LISA CIRCLE                ","7/1/2010"
"PAYNE"," YALE"," 201 EAST 32RD                        ","8/18/2010"
"PAYNE"," YALE"," 208 NORTH HUSBAND STREET             ","8/18/2010"
"PITTSBURG"," ARPELEAR"," 922 EAST WILL ROGERS STREET          ","1/28/2003"
"PITTSBURG"," ASHLAND"," 101 EAST 80TH STREET                 ","8/15/2003"
"PITTSBURG"," CANADIAN"," 8422 EAST 67TH STREET                ","8/11/2010"
"PITTSBURG"," HAILEYVILLE"," 2221 EAST LYDIA LANE                 ","8/2/2008"
"PITTSBURG"," HARTSHORNE"," 8484 EAST VALLEY SPRINGS ROAD        ","1/26/2001"
"PITTSBURG"," HARTSHORNE"," 801 SOUTH GREYSTONE STREET           ","3/1/2001"
"PITTSBURG"," HARTSHORNE"," 420 E BEAUMONT AVE 2                 ","10/3/2003"
"PITTSBURG"," KIOWA"," 420 EAST BEAUMONT STREET 5           ","1/14/2010"
"PITTSBURG"," KIOWA"," 208 E ROOSEVELT STREET BOX 1         ","3/13/2015"
"PITTSBURG"," KREBS"," 420 EAST BEAUMONT STREET 7           ","2/2/2009"
"PITTSBURG"," KREBS"," 10 NORTHWEST 2ND STREET              ","3/7/2013"
"30"," 30"," 30 SOUTHEAST SE 3RD ST/S 3RD ST "," "
"PITTSBURG"," KREBS"," KREBS                STREETS                             ","12/11/2013"
"PITTSBURG"," MAZIE"," 529 EAST SMITH                       ","3/9/2013"
"PITTSBURG"," MCALESTER"," 800 G STREET                        ","10/23/2002"
"PITTSBURG"," MCALESTER"," 901 LEHIGH 20                       ","3/19/2003"
"PITTSBURG"," MCALESTER"," 931 LEHIGH ST 1 & 2                 ","1/28/2004"
"PITTSBURG"," MCALESTER"," 1530 PENNSYLVANIA AVE               ","3/14/2008"
"PITTSBURG"," MCALESTER"," 30 SOUTHEAST 3RD                     ","3/14/2009"
"PITTSBURG"," MCALESTER"," 501 CARL ALBERT W PKWY              ","8/3/2009"
"PITTSBURG"," MCALESTER"," 900 MADISON E ST                    ","8/6/2009"
"PITTSBURG"," MCALESTER"," 1015 SOUTH ELM                       ","8/15/2012"
"PITTSBURG"," MCALESTER"," 45 EAST DANCING RABBIT ROAD          ","3/9/2013"
"PITTSBURG"," MCALESTER"," 715 EAST CRISLER AVE AVENUE          ","3/16/2013"
"PITTSBURG"," MCALESTER"," 103 EAST E CRISLER AVE               ","1/9/2014"
"PITTSBURG"," MCALESTER"," 521 WEST W PASTURE RD/E1370 RD 1     ","3/23/2014"
"PITTSBURG"," MCALESTER"," 912 EAST MCARTHUR LN                 ","3/27/2014"
"PITTSBURG"," MCALESTER"," 531 W ADAMS                            ","1/6/2015"
"PITTSBURG"," PITTSBURG"," 2622 NORTH ASH STREET                ","1/26/2004"
"PITTSBURG"," QUINTON"," 305 NORTH 1ST                        ","2/16/2002"
"PITTSBURG"," QUINTON"," 911 EAST TENNESSEE                   ","9/21/2011"
"PITTSBURG"," STUART"," 819 EAST DELAWARE                    ","6/2/2010"
"PONTOTOC"," ADA"," 411 WEST MIAMI STREET                ","3/24/2004"
"PONTOTOC"," ALLEN"," 1208 2ND N ST                       ","6/9/2004"
"PONTOTOC"," ALLEN"," RURAL ROUTE 1 2432                  ","2/4/2011"
"PONTOTOC"," STONEWALL"," 2 RURAL ROUTE 13                     ","4/22/2001"
"PONTOTOC"," STONEWALL"," 7 DEVILS & ADAMSON RD              ","12/12/2004"
"POTTAWATOMIE"," EARLSBORO"," 1100 MISSISSIPPI S                  ","2/9/2000"
"POTTAWATOMIE"," MCLOUD"," 1301 BERNARD ST                     ","2/4/2000"
"POTTAWATOMIE"," MCLOUD"," 1300 SANDY CREEK                  ","9/17/2001"
"POTTAWATOMIE"," MCLOUD"," 3300 MISSISSIPPI N ST             ","10/25/2001"
"POTTAWATOMIE"," SHAWNEE"," 315 WEST 2ND                       ","1/26/2001"
"POTTAWATOMIE"," SHAWNEE"," 29880 PARKWOOD RD                 ","5/31/2001"
"POTTAWATOMIE"," SHAWNEE"," 13080 COUNTY LINE RD              ","5/31/2001"
"POTTAWATOMIE"," SHAWNEE"," 36 QUAILWOOD RUN                  ","12/27/2001"
"POTTAWATOMIE"," SHAWNEE"," 4411 SMOKING TREE                 ","4/13/2002"
"POTTAWATOMIE"," SHAWNEE"," 27 SEQUAYAH ST                    ","4/25/2002"
"POTTAWATOMIE"," SHAWNEE"," 214 OAKLAND W ST                  ","3/16/2003"
"POTTAWATOMIE"," SHAWNEE"," 23 CONCORD                         ","6/5/2003"
"POTTAWATOMIE"," SHAWNEE"," 121 HIGH N                         ","3/9/2006"
"POTTAWATOMIE"," TECUMSEH"," 318 MINNESOTA S                   ","2/25/2001"
"POTTAWATOMIE"," TECUMSEH"," 632 CHAPMAN N ST                  ","3/22/2001"
"POTTAWATOMIE"," TECUMSEH"," 228 CENTER S                      ","3/22/2001"
"POTTAWATOMIE"," TECUMSEH"," 308 LOUISA S ST                   ","4/16/2001"
"POTTAWATOMIE"," TECUMSEH"," LINCOLN S ST                ","10/30/2002"
"POTTAWATOMIE"," TECUMSEH"," 13004 VALLEY VIEW RD              ","10/30/2002"
"PUSHMATAHA"," ANTLERS"," 2 SENECA                          ","3/14/2005"
"PUSHMATAHA"," CLAYTON"," 221 9TH E ST A                    ","8/24/2000"
"PUSHMATAHA"," DAISY"," 15409 NORTH GADDY ROAD             ","11/15/2001"
"PUSHMATAHA"," RATTAN"," 7 SPRING VALLEY LN                ","2/18/2005"
"ROGERS"," CATOOSA"," 601 8TH SE ST                     ","11/3/2003"
"ROGERS"," CLAREMORE"," 320 CLEARLOCK                      ","6/1/2001"
"ROGERS"," CLAREMORE"," 19907 22ND E ST                   ","6/18/2001"
"ROGERS"," CLAREMORE"," 504 RYAN W ST                     ","6/25/2001"
"ROGERS"," CLAREMORE"," 15725 NETWON E ST                 ","8/28/2001"
"ROGERS"," CLAREMORE"," 20520 EAST PINE STREET             ","4/19/2002"
"ROGERS"," CLAREMORE"," 215 EAST DENBO STREET              ","4/26/2002"
"ROGERS"," CLAREMORE"," 20520 EAST PINE STREET 3           ","7/27/2002"
"ROGERS"," CLAREMORE"," 313 EZZARD E ST                   ","9/23/2002"
"ROGERS"," CLAREMORE"," 14292E 500 E RD                   ","10/30/2002"
"ROGERS"," CLAREMORE"," 1012 OSAGE N AVE                  ","2/16/2003"
"ROGERS"," CLAREMORE"," 520 8TH E LOT 4                    ","3/3/2003"
"ROGERS"," CLAREMORE"," 15910 41821 E RD                   ","8/9/2003"
"ROGERS"," CLAREMORE"," 23855 66 S HWY 210                ","9/13/2003"
"ROGERS"," CLAREMORE"," 6911 4200 S RD                    ","9/24/2003"
"ROGERS"," CLAREMORE"," 19400 106TH NORTH E ST            ","3/20/2004"
"ROGERS"," CLAREMORE"," 409 CHEROKEE N AVE                ","3/20/2004"
"ROGERS"," CLAREMORE"," 6332 480 E RD 8                    ","8/7/2004"
"ROGERS"," CLAREMORE"," 304 LAVIRA N AVE                  ","3/16/2006"
"ROGERS"," CLAREMORE"," 1114 16TH W ST                    ","5/14/2010"
"ROGERS"," CLAREMORE"," 1326 QUARLES W ST                 ","6/20/2010"
"ROGERS"," CLAREMORE"," 900 BLUE STARR W DR 23            ","12/31/2010"
"ROGERS"," COLLINSVILLE"," 2000 FREDERICK S RD H-11          ","8/17/2008"
"ROGERS"," COLLINSVILLE"," 1000 WEWOKA S AVE                 ","12/30/2008"
"ROGERS"," INOLA"," 417 FIRST E ST                    ","12/11/2001"
"ROGERS"," INOLA"," 2090 LYNN RIGGS S BLVD 44         ","12/11/2001"
"ROGERS"," INOLA"," 10804 202ND EAST N AVE             ","6/4/2002"
"ROGERS"," OWASSO"," 402 NORTH J. M. DAVIS BOULEVARD     ","2/3/2003"
"ROGERS"," TALALA"," 15304 SOUTH 4240 ROAD              ","7/12/2002"
"SEMINOLE"," EARLSBORO"," 12310 NORTH 152ND AVENUE           ","3/18/2010"
"SEMINOLE"," KONAWA"," 12310 N 152ND E AVE                ","7/23/2001"
"SEMINOLE"," KONAWA"," 19024 TRACY E RD                  ","11/26/2003"
"SEMINOLE"," SASAKWA"," 18644 95TH E                       ","9/8/2003"
"SEMINOLE"," SEMINOLE"," 3045 ALLEN POINT 20               ","2/20/2000"
"SEQUOYAH"," GANS"," 301 MAIN W                        ","5/24/2005"
"SEQUOYAH"," GORE"," 210 10TH E ST                     ","4/16/2003"
"SEQUOYAH"," GORE"," 322 2ND E                         ","2/14/2006"
"SEQUOYAH"," MULDROW"," 908 ENID ST                       ","8/25/2005"
"SEQUOYAH"," MULDROW"," 708 WESLEY ST                     ","6/13/2006"
"SEQUOYAH"," MULDROW"," 304 12TH SE ST                     ","3/8/2007"
"SEQUOYAH"," MULDROW"," 207 7TH SE ST                      ","5/4/2007"
"SEQUOYAH"," MULDROW"," 207 2ND NW ST                     ","5/11/2007"
"SEQUOYAH"," MULDROW"," 407 3RD SW ST A                   ","5/14/2007"
"SEQUOYAH"," MULDROW"," 501 9TH SW ST                     ","5/22/2007"
"SEQUOYAH"," MULDROW"," 403 1/2 4TH SW ST                  ","6/4/2007"
"SEQUOYAH"," MULDROW"," 215 MILZUE ROAD                    ","7/24/2008"
"SEQUOYAH"," MULDROW"," 302 EAST SHAWNTEL SMITH BOULEVARD  ","5/18/2010"
"SEQUOYAH"," MULDROW"," 205 NORTHWEST 2ND STREET           ","7/21/2010"
"SEQUOYAH"," ROLAND"," 111848 SOUTH 4760 ROAD             ","10/20/2009"
"SEQUOYAH"," ROLAND"," 100 SHADY LANE 37                   ","2/2/2012"
"SEQUOYAH"," SALLISAW"," SOUTH 4769 ROAD                    ","10/21/2002"
"SEQUOYAH"," SALLISAW"," 474832 EAST 1075 ROAD              ","10/24/2002"
"SEQUOYAH"," SALLISAW"," 109 WATER TOWER                    ","12/11/2002"
"SEQUOYAH"," SALLISAW"," 1100 EAST ROAD                     ","1/22/2003"
"SEQUOYAH"," SALLISAW"," 106 PLUM                            ","3/8/2005"
"SEQUOYAH"," SALLISAW"," 1010 MAIN                         ","7/22/2005"
"SEQUOYAH"," SALLISAW"," 106 LILLARD LN                    ","11/10/2005"
"SEQUOYAH"," SALLISAW"," 2111 DEVERON W                    ","9/22/2006"
"SEQUOYAH"," SALLISAW"," WILDHORSE MT RD 1556             ","7/10/2007"
"SEQUOYAH"," SALLISAW"," 1115 CAMEO                        ","9/14/2007"
"SEQUOYAH"," SALLISAW"," 2111 CAMEO W                      ","8/20/2008"
"SEQUOYAH"," SALLISAW"," 704 WALLNUT                       ","11/22/2010"
"SEQUOYAH"," SALLISAW"," 1107 NORTH FARM ROAD               ","7/10/2012"
"SEQUOYAH"," VIAN"," 105 SOUTH PINE STREET              ","6/28/2000"
"SEQUOYAH"," VIAN"," 1100 RADIO STATION ROAD E           ","6/7/2005"
"SEQUOYAH"," VIAN"," RT 1 BRUSHY ROAD BOX 72            ","7/20/2005"
"SEQUOYAH"," VIAN"," 2716 EAST KING AVENUE              ","7/20/2005"
"STEPHENS"," DUNCAN"," 631 BLACK GUM LANDING ROAD         ","3/28/2003"
"STEPHENS"," DUNCAN"," 4520 EAST 975 ROAD                  ","6/6/2003"
"STEPHENS"," DUNCAN"," 306 DURANT                         ","12/28/2003"
"STEPHENS"," FOSTER"," 107 CHICKASAW ST                  ","3/12/2004"
"STEPHENS"," FOSTER"," 320 E. N ST                       ","10/10/2004"
"STEPHENS"," HASTINGS"," 403 5 N ST                        ","1/30/2003"
"STEPHENS"," MARLOW"," 1201 9TH S ST                     ","10/18/2000"
"STEPHENS"," MARLOW"," 906 4TH N ST                      ","12/10/2000"
"STEPHENS"," MARLOW"," 1330 7TH N ST                     ","8/28/2001"
"TEXAS"," HOOKER"," 900 RAILROAD S ST                 ","8/21/2007"
"TILLMAN"," FREDERICK"," 7 CADDO N ST                      ","8/23/2002"
"TILLMAN"," MANITOU"," 815 8TH W ST                      ","9/11/2002"
"TULSA"," BIXBY"," 900 RAILROAD ST                   ","1/27/2006"
"TULSA"," BIXBY"," SANNER RD                        ","2/14/2009"
"TULSA"," BIXBY"," 907 MAY ST                        ","3/14/2009"
"TULSA"," BIXBY"," 907 MAY N ST                      ","2/18/2010"
"TULSA"," BIXBY"," 212 NORTH JACKSON                  ","7/29/2010"
"TULSA"," BIXBY"," 225 6TH N ST                       ","9/7/2010"
"TULSA"," BIXBY"," 8327 EAST 131 SOUTH PLACE          ","3/27/2014"
"TULSA"," BROKEN"," BROKEN ARROW          117 4TH E ST                      ","1/31/2000"
"TULSA"," BROKEN"," BROKEN ARROW          7600 EAGLE DR 204                  ","2/4/2000"
"TULSA"," BROKEN"," BROKEN ARROW          15723 167TH E ST                   ","2/4/2000"
"TULSA"," BROKEN"," BROKEN ARROW         17272 SOUTH 91ST EAST AVENUE        ","3/1/2000"
"TULSA"," BROKEN"," BROKEN ARROW         16919 SOUTH MEMORIAL DRIVE         ","3/11/2000"
"TULSA"," BROKEN"," BROKEN ARROW         7500 SOUTH EAST 151ST STREET 58    ","6/30/2000"
"TULSA"," BROKEN"," BROKEN ARROW         13407 SOUTH 79TH E AVENUE          ","11/11/2000"
"TULSA"," BROKEN"," BROKEN ARROW         13402 SOUTH 75TH EAST AVENUE       ","11/18/2000"
"TULSA"," BROKEN"," BROKEN ARROW         305 EAST 2ND STREET                ","12/21/2000"
"TULSA"," BROKEN"," BROKEN ARROW         1052 EAST 121ST SOUTH STREET        ","1/6/2001"
"TULSA"," BROKEN"," BROKEN ARROW          326 8 S ST                         ","1/6/2001"
"TULSA"," BROKEN"," BROKEN ARROW          4332 ELM S ST                     ","1/11/2001"
"TULSA"," BROKEN"," BROKEN ARROW          26302 51ST E ST                   ","1/30/2001"
"TULSA"," BROKEN"," BROKEN ARROW          822 NORMAN W ST                   ","3/18/2001"
"TULSA"," BROKEN"," BROKEN ARROW          2800 LOUISVILLE E ST               ","7/5/2001"
"TULSA"," BROKEN"," BROKEN ARROW          28350 51ST E ST                    ","7/5/2001"
"TULSA"," BROKEN"," BROKEN ARROW          303 9TH N 33                      ","7/23/2001"
"TULSA"," BROKEN"," BROKEN ARROW          1305 WACO W ST                     ","8/9/2001"
"TULSA"," BROKEN"," BROKEN ARROW          116 CHESTNUT S AVE                ","9/23/2001"
"TULSA"," BROKEN"," BROKEN ARROW          2324 COMMERCIAL W ST              ","10/4/2001"
"TULSA"," BROKEN"," BROKEN ARROW          21240 46TH E ST                   ","10/20/2001"
"TULSA"," BROKEN"," BROKEN ARROW          21441 47TH E ST                   ","11/2/2001"
"TULSA"," BROKEN"," BROKEN ARROW          2704 NORMAN E ST                   ","1/1/2002"
"TULSA"," BROKEN"," BROKEN ARROW          808 IOLA W PL                     ","2/25/2002"
"TULSA"," BROKEN"," BROKEN ARROW          905 ELGIN E ST                    ","7/17/2002"
"TULSA"," BROKEN"," BROKEN ARROW          3105 217TH E S AVE                ","9/27/2002"
"TULSA"," BROKEN"," BROKEN ARROW          921 ELGIN E PL                    ","10/21/2002"
"TULSA"," BROKEN"," BROKEN ARROW          107 WASHINGTON W ST 20            ","10/22/2002"
"TULSA"," BROKEN"," BROKEN ARROW          1907 LIONS S AVE                  ","11/18/2002"
"TULSA"," BROKEN"," BROKEN ARROW          516 HOUSTON W ST                  ","1/16/2003"
"TULSA"," BROKEN"," BROKEN ARROW          1214 28TH N ST                    ","1/23/2003"
"TULSA"," BROKEN"," BROKEN ARROW          702 ELGIN E PL                    ","2/21/2003"
"TULSA"," BROKEN"," BROKEN ARROW          721 VANDEVER W BLVD               ","2/21/2003"
"TULSA"," BROKEN"," BROKEN ARROW          9208 193RD EAST S AVE             ","3/25/2003"
"TULSA"," BROKEN"," BROKEN ARROW          712 VICKSBURG W ST                 ","4/8/2003"
"TULSA"," BROKEN"," BROKEN ARROW          1301 YELLOW WOOD N AVE            ","5/10/2003"
"TULSA"," BROKEN"," BROKEN ARROW          755 COMMERCIAL W ST               ","6/16/2003"
"TULSA"," BROKEN"," BROKEN ARROW          610 CEDAR N ST                    ","7/22/2003"
"TULSA"," BROKEN"," BROKEN ARROW          913 ASH S AVE                     ","11/5/2003"
"TULSA"," BROKEN"," BROKEN ARROW          210 JACKSON W ST                  ","12/3/2003"
"TULSA"," BROKEN"," BROKEN ARROW          5611 JUNIPER S PL                 ","1/23/2004"
"TULSA"," BROKEN"," BROKEN ARROW          1018 WESLEY DR                     ","4/1/2004"
"TULSA"," BROKEN"," BROKEN ARROW          310 7TH S ST                      ","1/30/2005"
"TULSA"," BROKEN"," BROKEN ARROW          2716 NARCISSUS S AVE               ","4/6/2005"
"TULSA"," BROKEN"," BROKEN ARROW          218 CEDAR N AVE                    ","3/5/2006"
"TULSA"," BROKEN"," BROKEN ARROW          1204 29TH S ST                    ","8/22/2006"
"TULSA"," BROKEN"," BROKEN ARROW          310 7TH S ST                      ","9/10/2006"
"TULSA"," BROKEN"," BROKEN ARROW          303 1/2 COMMERCIAL E ST A         ","4/22/2007"
"TULSA"," BROKEN"," BROKEN ARROW          1600 5TH S ST                     ","9/26/2007"
"TULSA"," BROKEN"," BROKEN ARROW          400 CHARLESTON W ST               ","10/16/2008"
"TULSA"," BROKEN"," BROKEN ARROW          1609 HICKORY S AVE                ","1/23/2009"
"TULSA"," BROKEN"," BROKEN ARROW          527 GALVESTON W ST                ","3/31/2009"
"TULSA"," BROKEN"," BROKEN ARROW          1509 VANDALIA W ST                 ","5/6/2009"
"TULSA"," BROKEN"," BROKEN ARROW          316 MEMPHIS W ST                  ","10/16/2009"
"TULSA"," BROKEN"," BROKEN ARROW         701 NORTH 14TH STREET              ","10/25/2009"
"TULSA"," BROKEN"," BROKEN ARROW         301 EAST WACO PLACE                ","10/28/2009"
"TULSA"," BROKEN"," BROKEN ARROW         913 WEST FREDERICKSBURG STREET     ","1/10/2010"
"TULSA"," BROKEN"," BROKEN ARROW         407 EAST WASHINGTON STREET         ","1/25/2010"
"TULSA"," BROKEN"," BROKEN ARROW         218 WEST HOUSTON STREET            ","4/20/2010"
"TULSA"," BROKEN"," BROKEN ARROW         1101 WEST DECATUR                   ","8/9/2010"
"TULSA"," BROKEN"," BROKEN ARROW         001 SOUTH 95TH EAST AVENUE         ","11/13/2010"
"TULSA"," BROKEN"," BROKEN ARROW         313 WEST MEMPHIS                   ","3/18/2011"
"TULSA"," BROKEN"," BROKEN ARROW         1308 NORTH FERN AVENUE              ","8/1/2011"
"TULSA"," BROKEN"," BROKEN ARROW         4910 SOUTH HICKORY AVENUE           ","7/8/2012"
"TULSA"," COLLINSVILLE"," 1308 SOUTH 30TH STREET             ","4/19/2001"
"TULSA"," COLLINSVILLE"," 1774 SOUTH POPLAR AVENUE           ","10/10/2001"
"TULSA"," COLLINSVILLE"," 417 CARLYEL                         ","3/8/2004"
"TULSA"," COLLINSVILLE"," 4511 SOUTH GUM AVENUE              ","1/11/2006"
"TULSA"," COLLINSVILLE"," 2316 WEST QUINCY STREET             ","5/5/2006"
"TULSA"," COLLINSVILLE"," 303 WEST FORT WORTH STREET         ","6/23/2006"
"TULSA"," COLLINSVILLE"," 508 EAST MADISON STREET J          ","9/17/2006"
"TULSA"," COLLINSVILLE"," 1405 SOUTH NARCISSUS AVENUE        ","10/29/2009"
"TULSA"," COLLINSVILLE"," 1405 SOUTH NARCISSUS AVENUE        ","10/29/2009"
"TULSA"," COLLINSVILLE"," 301 EAST GREELY STREET              ","9/1/2010"
"TULSA"," COLLINSVILLE"," 804 12TH S ST                     ","9/20/2010"
"TULSA"," COLLINSVILLE"," 620 CENTER E ST                   ","10/1/2010"
"TULSA"," GLENPOOL"," 13090 91ST EAST N                 ","10/11/2001"
"TULSA"," GLENPOOL"," 2335 BROADWAY W                   ","11/12/2002"
"TULSA"," GLENPOOL"," 11601 EAST 126TH STREET            ","11/12/2002"
"TULSA"," GLENPOOL"," 1411 EAST E 145TH ST STREET         ","1/7/2014"
"TULSA"," JENKS"," 13195 EAST 129TH PLACE N PLACE     ","3/27/2001"
"TULSA"," JENKS"," 1612 WEST OAK STREET               ","11/30/2001"
"TULSA"," JENKS"," 119 SOUTH 9TH STREET               ","3/10/2002"
"TULSA"," JENKS"," 1210 WEST WALNUT                   ","8/28/2004"
"TULSA"," JENKS"," 732 EAST SPRING STREET             ","7/19/2009"
"TULSA"," JENKS"," 13804 NORTH 86TH EAST AVENUE       ","10/15/2009"
"TULSA"," JENKS"," 721 WEST SPRING STREET             ","12/7/2010"
"TULSA"," MANNFORD"," 3939 161ST E ST                   ","6/28/2000"
"TULSA"," OAKHURST"," 13940 ZENITH                       ","1/3/2006"
"TULSA"," OAKHURST"," 14489 26TH WEST S AVE             ","7/25/2011"
"TULSA"," OWASSO"," 814 BEAVER E ST                   ","1/14/2002"
"TULSA"," OWASSO"," 2121 111TH SOUTH W ST             ","1/18/2003"
"TULSA"," OWASSO"," 1022 G W ST                       ","7/22/2003"
"TULSA"," OWASSO"," 517 6TH N ST                      ","10/24/2005"
"TULSA"," OWASSO"," 411 EAST BEAVER STREET             ","10/24/2005"
"TULSA"," OWASSO"," 8734 SOUTH PEORIA AVENUE           ","10/24/2005"
"TULSA"," OWASSO"," 1022 WEST 94TH STREET              ","4/15/2009"
"TULSA"," OWASSO"," 6201 60TH W ST                    ","2/14/2011"
"TULSA"," SAND"," SAND SPRINGS         6019 SOUTH 62ND WEST AVENUE         ","4/5/2000"
"TULSA"," SAND"," SAND SPRINGS          401 DOGWOOD S ST B                 ","4/5/2000"
"TULSA"," SAND"," SAND SPRINGS          7102 129TH N AVE                  ","8/24/2000"
"TULSA"," SAND"," SAND SPRINGS          8623 77TH EAST N AVE              ","9/27/2000"
"TULSA"," SAND"," SAND SPRINGS          11509 112 E PL                    ","10/26/2000"
"TULSA"," SAND"," SAND SPRINGS          11509 112TH E PL                  ","11/15/2000"
"TULSA"," SAND"," SAND SPRINGS          11509 112TH PL. NORTH E           ","11/6/2001"
"TULSA"," SAND"," SAND SPRINGS         701 NORTH BIRCH STREET              ","2/7/2002"
"TULSA"," SAND"," SAND SPRINGS         402 SOUTH CEDAR STREET              ","3/1/2002"
"TULSA"," SAND"," SAND SPRINGS         9911 EAST 120TH N. STREET           ","4/7/2002"
"TULSA"," SAND"," SAND SPRINGS          4534 225TH W S AVE                ","5/19/2002"
"TULSA"," SAND"," SAND SPRINGS          2200 CAMPBELL CREEK S RD 25       ","6/24/2002"
"TULSA"," SAND"," SAND SPRINGS          3809 225 WEST S AVE               ","5/29/2003"
"TULSA"," SAND"," SAND SPRINGS          1200 WILLOW N                     ","12/1/2003"
"TULSA"," SAND"," SAND SPRINGS          523 WILSON N                      ","1/31/2005"
"TULSA"," SAND"," SAND SPRINGS          3700 257 WEST S AVE               ","10/26/2008"
"TULSA"," SAND"," SAND SPRINGS          5119 227TH WEST S AVE             ","11/26/2008"
"TULSA"," SAND"," SAND SPRINGS          827 VALLEY DR                     ","12/17/2008"
"TULSA"," SAND"," SAND SPRINGS          605 PRATTWOOD S CIR               ","3/10/2009"
"TULSA"," SAND"," SAND SPRINGS          137 MORROW W RD                   ","4/12/2009"
"TULSA"," SAND"," SAND SPRINGS          3301 115TH WEST S AVE             ","4/13/2009"
"TULSA"," SAND"," SAND SPRINGS          1029 VALLEY N DR                   ","6/3/2009"
"TULSA"," SAND"," SAND SPRINGS          4825 NASSAU S CIR                 ","9/10/2009"
"TULSA"," SAND"," SAND SPRINGS          99 PECAN W                        ","9/24/2009"
"TULSA"," SAND"," SAND SPRINGS         113 WEST 54TH STREET               ","11/28/2009"
"TULSA"," SAND"," SAND SPRINGS         869 SOUTH LONG STREET              ","1/26/2010"
"TULSA"," SAND"," SAND SPRINGS         21215 WEST 51 HIGHWAY               ","3/6/2010"
"TULSA"," SAND"," SAND SPRINGS         218 NORTH GRANT AVENUE 6           ","4/25/2010"
"TULSA"," SAND"," SAND SPRINGS         4018 SOUTH RAWSON ROAD             ","5/11/2010"
"TULSA"," SAND"," SAND SPRINGS         100 WEST 55TH STREET               ","5/20/2010"
"TULSA"," SAND"," SAND SPRINGS         113 WEST 54TH                       ","1/2/2011"
"TULSA"," SAND"," SAND SPRINGS         14 EAST 7TH STREET                 ","7/19/2011"
"TULSA"," SAND"," SAND SPRINGS         916 NORTH FRANKLIN AVENUE          ","7/25/2011"
"TULSA"," SAND"," SAND SPRINGS         1010 NORTH WILSON AVENUE            ","9/1/2011"
"TULSA"," SAND"," SAND SPRINGS         308 NORTH GRANT AVENUE              ","9/8/2011"
"TULSA"," SAND"," SAND SPRINGS         110 54TH PLACE                     ","9/11/2011"
"TULSA"," SAND"," SAND SPRINGS         1220 EAST 9TH STREET               ","9/14/2011"
"TULSA"," SAND"," SAND SPRINGS         621 NORTH TERRACE DRIVE             ","2/5/2012"
"TULSA"," SAND"," SAND SPRINGS         13003 WEST 56TH STREET             ","2/15/2012"
"TULSA"," SAND"," SAND SPRINGS         4310 SUNBURST WEST                  ","4/8/2013"
"TULSA"," SKIATOOK"," 4818 SOUTH GRENADA DRIVE           ","10/30/2002"
"TULSA"," SKIATOOK"," 214 NORTH WALNUT CREEK DRIVE        ","2/8/2009"
"TULSA"," SKIATOOK"," 505 WEST BROADWAY STREET           ","3/15/2009"
"TULSA"," SKIATOOK"," 613 NORTH ROOSEVELT AVENUE A        ","5/3/2009"
"TULSA"," SKIATOOK"," 506 NORTH INDUSTRIAL AVENUE         ","1/5/2010"
"TULSA"," SKIATOOK"," 314 NORTH WASHINGTON 9              ","1/7/2011"
"TULSA"," SPERRY"," 3425 SOUTH 75TH WEST AVENUE        ","2/20/2003"
"TULSA"," SPERRY"," 106 NORTH GRANT AVENUE              ","8/1/2003"
"TULSA"," SPERRY"," 916 NORTH GRANT AVENUE             ","11/26/2008"
"TULSA"," SPERRY"," 1206 NORTH MAIN STREET             ","1/24/2010"
"TULSA"," TUCKER"," 109 NORTH 136 STREET               ","2/14/2011"
"TULSA"," TUCKER"," 318 EAST 3RD                        ","9/5/2011"
"TULSA"," TULSA"," 101 EAST 1ST STREET                 ","1/4/2000"
"TULSA"," TULSA"," 18424 NORTH LEWIS                   ","1/4/2000"
"TULSA"," TULSA"," 803 EAST 4TH STREET                 ","1/5/2000"
